"목록 버전","목록 성격","탐색 조건","ID","분류","검토 항목","관련 업종 예시","작업 조건","인원별 우선 검토 구간","적용 확인 조건","확인 질문","증빙 예시","조사 위치","공식 원문","확인한 출처 경로","출처 확인 범위","출처 확인일","검토 상태","검토자","검토일","검토 의견"
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-045","보건·건강","휴게시설·위생·휴식 접근","전 업종 공통 검토 후보","야간근무 · 폭염·한파 · 도급·혼재작업","10~19명 · 20~49명","설치 의무와 설치·관리기준 준수 대상 구분. 직종·인원·수급인·공사 기준 확인.","실제로 이용 가능한 위치·시설·관리 상태를 확인했는가?
청소·경비·돌봄 등 직종과 다른 업체 인원을 구분했는가?","시설 확인표·사진
인원·직종·관리 기록","법 제128조의2·시행령 제96조의2·시행규칙 기준 조사","https://www.law.go.kr/법령/산업안전보건법시행령/제96조의2
https://www.law.go.kr/법령/산업안전보건법
https://www.law.go.kr/법령/산업안전보건법시행령","https://www.kosha.or.kr/ebook/fcatalog/access/ecatalogt.jsp?Dir=528&callmode=normal&catimage=&eclang=ko&start=20&um=s
https://law.go.kr/LSW/lsInfoP.do?ancYnChk=0&lsId=001766
https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=288347&efYd=20260801","휴게시설 설치·관리 기준 안내: 발췌 확인 · 공단 자료의 인원·특정 직종·관계수급인 포함 안내 발췌 확인. 설치 의무와 제재 대상의 구별 및 현행 원문 대조 대기.
산업안전보건법: 발췌 확인 · 교육·위험성평가·안전보건조치·고객응대 관련 검색 발췌 확인. 조문 전체·부칙·적용 예외 대조는 미완료.
산업안전보건법 시행령: 서지 확인 · 2026-08-01 시행본 서지 확인. 선임·교육 적용 제외·별표 전체는 본문 대조 대기.","휴게시설 설치·관리 기준 안내: 2026-09-15
산업안전보건법: 2026-09-15
산업안전보건법 시행령: 2026-09-15","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-046","보건·건강","감염 노출·찔림·돌봄 작업","보건·돌봄·사회복지 · 교육·연구 · 수도·하수·폐기물·재생 · 수리·세탁·개인서비스","감염·생물요인 · 중량물·반복작업","인원만으로 제외하지 않음","환자·검체·폐기물·오염 세탁물과 이동보조 작업 확인.","찔림·접촉·감염 경로와 예방·노출 후 절차를 확인했는가?
이동보조·보호구·손위생·폐기 방법을 검토했는가?","노출 예방·작업 절차
교육·개선 기록","병원체 관련 보건조치 조사. 의료·감염·폐기물 법령은 추가 조사 필요.","https://www.law.go.kr/법령/산업안전보건기준에관한규칙","https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=273603&efYd=20260302","산업안전보건기준에 관한 규칙: 서지 확인 · 2026-03-02 시행본 서지 확인. 작업별 질문은 조사 제안이며 개별 조문·기술 수치 매핑 대기.","산업안전보건기준에 관한 규칙: 2026-09-15","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-047","도급·건설","도급·수급·파견·관리주체 구분","전 업종 공통 검토 후보","도급·혼재작업","0명 · 미확인","계약 명칭과 실제 지휘·관리·장소 지배를 함께 확인.","발주자·도급인·수급인·시설 관리주체의 책임을 구분했는가?
관계업체 작업·인원·작업구역·연락망을 확인했는가?","계약·역할 관계표
업체·작업 범위 목록","도급 관련 정의·적용·책임 조항 조사","https://www.law.go.kr/법령/산업안전보건법
https://www.law.go.kr/법령/중대재해처벌등에관한법률","https://law.go.kr/LSW/lsInfoP.do?ancYnChk=0&lsId=001766
https://moel.go.kr/news/enews/explain/enewsView.do?news_seq=16128","산업안전보건법: 발췌 확인 · 교육·위험성평가·안전보건조치·고객응대 관련 검색 발췌 확인. 조문 전체·부칙·적용 예외 대조는 미완료.
중대재해 처벌 등에 관한 법률: 발췌 확인 · 고용노동부의 5~50명 미만 확대 적용 설명 확인. 법령별 산정·책임·중대시민재해와 시행령 대조 대기.","산업안전보건법: 2026-09-15
중대재해 처벌 등에 관한 법률: 2026-09-15","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-048","도급·건설","혼재작업 협의·순회점검·합동점검","시설관리·유지보수·청소·경비 · 건설·철거·설치 · 제조·가공 · 운수·창고·배달 · 전기·가스·열 공급","도급·혼재작업","인원만으로 제외하지 않음","도급 관계·장소·작업 겹침과 적용 의무별 조건 확인.","같은 장소의 동시 작업·일정·위험정보를 공유했는가?
협의·점검·교육 지원·시정 조치의 실제 이력이 있는가?","협의·점검 기록
작업 조정·조치 자료","법 제63~65조 등 의무별 대상·주기 조사","https://www.law.go.kr/법령/산업안전보건법
https://www.law.go.kr/법령/산업안전보건법시행규칙","https://law.go.kr/LSW/lsInfoP.do?ancYnChk=0&lsId=001766
https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=288431&efYd=20260801","산업안전보건법: 발췌 확인 · 교육·위험성평가·안전보건조치·고객응대 관련 검색 발췌 확인. 조문 전체·부칙·적용 예외 대조는 미완료.
산업안전보건법 시행규칙: 서지 확인 · 2026-08-01 시행본 서지 확인. 별표 4·5의 현행 교육시간·내용과 예외는 대조 대기.","산업안전보건법: 2026-09-15
산업안전보건법 시행규칙: 2026-09-15","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-049","도급·건설","안전보건총괄책임자·협의체","전 업종 공통 검토 후보","도급·혼재작업","50~99명 · 100~299명 · 300~499명 · 500명 이상","관계수급인 합산 여부·업종·공사금액과 협의체 대체 요건 확인.","총괄책임자 선임 대상과 기존 관리책임자를 구분했는가?
협의체 구성·회의·업무 수행 증빙이 있는가?","선임·구성 자료
회의·업무 기록","법 제62조·건설업 협의체 관련 조항 조사","https://www.law.go.kr/법령/산업안전보건법
https://www.law.go.kr/법령/산업안전보건법시행령","https://law.go.kr/LSW/lsInfoP.do?ancYnChk=0&lsId=001766
https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=288347&efYd=20260801","산업안전보건법: 발췌 확인 · 교육·위험성평가·안전보건조치·고객응대 관련 검색 발췌 확인. 조문 전체·부칙·적용 예외 대조는 미완료.
산업안전보건법 시행령: 서지 확인 · 2026-08-01 시행본 서지 확인. 선임·교육 적용 제외·별표 전체는 본문 대조 대기.","산업안전보건법: 2026-09-15
산업안전보건법 시행령: 2026-09-15","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-050","도급·건설","건설 안전관리계획·대장·유해위험방지계획","건설·철거·설치","도급·혼재작업 · 고소·추락","인원만으로 제외하지 않음","공사금액·공종·규모·시설·발주 역할별로 서로 다른 계획·대장 대상을 조사.","법령별 문서의 작성 주체·제출·검토 대상을 구분했는가?
설계·착공·공법 변경 시 재검토 조건을 확인했는가?","공사 기본정보
대상 검토표·제출/검토 기록","산안법과 건설기술진흥법의 계획·대장 별도 조사. 일반 계획 초안과 구분.","https://www.law.go.kr/법령/산업안전보건법
https://www.law.go.kr/법령/건설기술진흥법","https://law.go.kr/LSW/lsInfoP.do?ancYnChk=0&lsId=001766
미확인","산업안전보건법: 발췌 확인 · 교육·위험성평가·안전보건조치·고객응대 관련 검색 발췌 확인. 조문 전체·부칙·적용 예외 대조는 미완료.
건설기술 진흥법: 조사 경로 · 공사별 안전관리계획·점검·관리비의 대상과 주체 원문 조사 대기.","산업안전보건법: 2026-09-15
건설기술 진흥법: 미확인","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-051","도급·건설","굴착·흙막이·거푸집·해체","건설·철거·설치 · 시설관리·유지보수·청소·경비","고소·추락 · 기계·정비","인원만으로 제외하지 않음","지반·구조·작업 순서·붕괴·매설물·해체 허가/신고 대상 확인.","조사·구조·작업계획·출입 통제를 확인했는가?
변경·이상징후·기상에 따른 중지와 보강 절차를 검토했는가?","사전조사·작업계획
점검·보강·중지 기록","굴착·해체 등 규정과 건축물관리법 절차 매핑 대기","https://www.law.go.kr/법령/산업안전보건기준에관한규칙
https://www.law.go.kr/법령/건축물관리법","https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=273603&efYd=20260302
미확인","산업안전보건기준에 관한 규칙: 서지 확인 · 2026-03-02 시행본 서지 확인. 작업별 질문은 조사 제안이며 개별 조문·기술 수치 매핑 대기.
건축물관리법: 조사 경로 · 건축물 점검·해체 관련 범위와 시설물안전법 중복·제외 원문 조사 대기.","산업안전보건기준에 관한 규칙: 2026-09-15
건축물관리법: 미확인","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-052","도급·건설","건설 안전보건관리비·기술지도","건설·철거·설치","도급·혼재작업","인원만으로 제외하지 않음","공사종류·금액·기간·도급구조·제외 조건별 조사.","산안법 관리비와 다른 법령의 안전관리비를 구분했는가?
계상·사용·기술지도 대상과 계약·이행자료를 확인했는가?","공사·비용 산정자료
사용 증빙·지도 기록","관련 조항·고시 조사 대기. 요율·금액 기준 미확정.","https://www.law.go.kr/법령/산업안전보건법
https://www.law.go.kr/법령/건설기술진흥법","https://law.go.kr/LSW/lsInfoP.do?ancYnChk=0&lsId=001766
미확인","산업안전보건법: 발췌 확인 · 교육·위험성평가·안전보건조치·고객응대 관련 검색 발췌 확인. 조문 전체·부칙·적용 예외 대조는 미완료.
건설기술 진흥법: 조사 경로 · 공사별 안전관리계획·점검·관리비의 대상과 주체 원문 조사 대기.","산업안전보건법: 2026-09-15
건설기술 진흥법: 미확인","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-053","시설·인허가","소방안전관리자·소방계획","전 업종 공통 검토 후보","화기·가스 · 이용자·공중시설","인원만으로 제외하지 않음","소방대상물 용도·등급·규모·관계인·위탁·보조자 조건 확인.","선임·자격·신고·업무대행 조건을 확인했는가?
시설과 이용자에 맞는 계획·업무 수행 기록이 있는가?","대상물·선임 자료
소방계획·업무 기록","선임·계획·업무 조항과 하위 규정 조사","https://www.law.go.kr/법령/화재의예방및안전관리에관한법률","https://www.law.go.kr/LSW/lsInfoP.do?chrClsCd=010202&lsId=014189&lsiSeq=253511&urlMode=lsInfoP","화재의 예방 및 안전관리에 관한 법률: 발췌 확인 · 법령명·안전관리 관련 발췌 확인. 대상물 등급·선임·교육·훈련의 현행 조건 대조 대기.","화재의 예방 및 안전관리에 관한 법률: 2026-09-15","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-054","시설·인허가","소방시설 자체점검·보수·보고","전 업종 공통 검토 후보","화기·가스 · 이용자·공중시설","인원만으로 제외하지 않음","설비 종류·대상물 규모·점검 종류·시점·자격 확인.","작동·종합 등 대상 점검을 구분했는가?
불량 조치·결과 보고·제출 증거를 연결했는가?","설비·점검 결과
보수·보고·접수 자료","조사 대기. 점검 종류·주기·기한 미확정.","https://www.law.go.kr/법령/소방시설설치및관리에관한법률","미확인","소방시설 설치 및 관리에 관한 법률: 조사 경로 · 자체점검·결과보고·보완 관련 원문 조사 대기.","소방시설 설치 및 관리에 관한 법률: 미확인","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-055","시설·인허가","전기안전관리자·검사·교육","전 업종 공통 검토 후보","전기","인원만으로 제외하지 않음","전기사업/자가용/일반용 설비·소유/점유·용량·휴지·위탁 여부 확인.","선임·대행·교육 대상과 자격을 확인했는가?
사용 전·정기 등 검사 종류와 결함 조치를 구분했는가?","설비·선임·교육자료
검사·보수 기록","전기안전관리법 검사·선임 및 하위 규정 조사","https://www.law.go.kr/법령/전기안전관리법","https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=272917","전기안전관리법: 발췌 확인 · 제22조 선임과 검사 관련 발췌 확인. 설비 분류·용량·예외·교육·주기의 현행 원문 대조 대기.","전기안전관리법: 2026-09-15","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-056","시설·인허가","승강기 관리자·교육·자체점검·검사","전 업종 공통 검토 후보","이용자·공중시설 · 기계·정비","인원만으로 제외하지 않음","승강기 종류·관리주체·설치·변경·운행 상태 확인.","관리자 선임·통보·교육·자체점검을 구분했는가?
법정 검사·결함·운행중지·사고 대응을 확인했는가?","승강기·선임·교육자료
점검·검사·보수 기록","제29조·제31~32조 등 현행 대조 대기. 주기·기한 미확정.","https://www.law.go.kr/법령/승강기안전관리법","https://law.go.kr/LSW/lsInfoP.do?lsiSeq=259475&viewCls=lsRvsDocInfoR","승강기 안전관리법: 발췌 확인 · 선임·자체점검·안전검사 조사 위치 확인. 검색에 구 시행본도 포함되어 통보 기한·교육·점검 주기는 확정하지 않음.","승강기 안전관리법: 2026-09-15","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-057","시설·인허가","시설물·건축물 점검·진단·보수","시설관리·유지보수·청소·경비 · 공공행정·공공서비스 · 교육·연구 · 보건·돌봄·사회복지 · 문화·체육·여가 · 숙박·목욕 · 운수·창고·배달","이용자·공중시설","인원만으로 제외하지 않음","법정 시설 종류·지정 여부·규모·안전등급·관리주체 확인.","시설물안전법·건축물관리법의 대상·중복·제외를 구분했는가?
점검·진단·보수·보고 및 경과조치를 연결했는가?","시설물 관리대장
점검·진단·보수 자료","시설별 대상·등급·주기·경과조치 조사","https://www.law.go.kr/법령/시설물의안전및유지관리에관한특별법
https://www.law.go.kr/법령/건축물관리법","https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=279977
미확인","시설물의 안전 및 유지관리에 관한 특별법: 발췌 확인 · 시행령의 시설 분류·점검·보수 경과조치 발췌 확인. 개별 시설 지정·등급·현행 주기 대조 대기.
건축물관리법: 조사 경로 · 건축물 점검·해체 관련 범위와 시설물안전법 중복·제외 원문 조사 대기.","시설물의 안전 및 유지관리에 관한 특별법: 2026-09-15
건축물관리법: 미확인","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-058","시설·인허가","기계설비 유지관리·성능점검","시설관리·유지보수·청소·경비 · 숙박·목욕 · 보건·돌봄·사회복지 · 교육·연구 · 공공행정·공공서비스 · 제조·가공","기계·정비","인원만으로 제외하지 않음","건축물 용도·규모·기계설비·관리주체·적용 시점 확인.","유지관리자·교육·점검 대상과 위탁 조건을 확인했는가?
점검 결과·보수·관리대장에 근거가 있는가?","건축물·설비 목록
선임·교육·점검 기록","조사 대기. 면적·세대·주기·등급 기준 미확정.","https://www.law.go.kr/법령/기계설비법","미확인","기계설비법: 조사 경로 · 건축물 규모·기계설비·유지관리자·성능점검·교육 원문 조사 대기.","기계설비법: 미확인","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-059","시설·인허가","가스·압력·보일러 안전관리","음식점·급식 · 시설관리·유지보수·청소·경비 · 제조·가공 · 숙박·목욕 · 전기·가스·열 공급 · 수리·세탁·개인서비스","화기·가스","인원만으로 제외하지 않음","고압가스·LPG·도시가스·검사대상기기 등 해당 제도를 분리.","가스 종류·압력·용량·공급/사용·소유관계를 확인했는가?
선임·교육·검사·누출·차단·보수 기록을 검토했는가?","설비·허가·신고 자료
교육·검사·보수 기록","조사 대기. 가스별 법령·에너지이용 합리화법 등 추가 연결 필요.","https://www.law.go.kr/법령/고압가스안전관리법","미확인","가스 3법 조사 출발점: 조사 경로 · 고압가스·액화석유가스·도시가스를 분리하여 조사. 종류·압력·용량·설치 형태 미확인.","가스 3법 조사 출발점: 미확인","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-060","시설·인허가","위험물 시설·선임·예방규정","제조·가공 · 전기·가스·열 공급 · 운수·창고·배달 · 도소매·편의점 · 수리·세탁·개인서비스","화학물질 · 화기·가스","인원만으로 제외하지 않음","위험물 종류·최대 수량·시설·취급 방식·지정수량 배수 확인.","허가·저장·취급 기준과 관리자·교육 대상을 확인했는가?
예방규정·점검·변경 신고의 적용 조건을 검토했는가?","물질·수량·시설 자료
허가·선임·교육·점검 기록","조사 대기. 지정수량·배수·주기 미확정.","https://www.law.go.kr/법령/위험물안전관리법","미확인","위험물안전관리법: 조사 경로 · 위험물 종류·지정수량 배수·시설·예방규정·선임·교육 원문 조사 대기.","위험물안전관리법: 미확인","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-061","시설·인허가","유해화학물질 시설·관리자·교육","제조·가공 · 수도·하수·폐기물·재생 · 전기·가스·열 공급 · 운수·창고·배달 · 교육·연구 · 수리·세탁·개인서비스","화학물질","인원만으로 제외하지 않음","물질 분류·취급량·영업 구분·시설·개정 경과조치 확인.","영업·시설검사·예방관리계획 대상을 각각 확인했는가?
관리자·취급자 교육과 사고 대응 자료가 있는가?","물질·취급·시설 목록
허가·검사·교육·계획 자료","화학물질관리법과 하위 규정 조사. MSDS 교육과 별도.","https://www.law.go.kr/법령/화학물질관리법","https://www.law.go.kr/lsInfoP.do?lsiSeq=279031","화학물질관리법: 발췌 확인 · 시행규칙의 취급시설·예방관리계획 관련 발췌 확인. 물질 분류 개정·수량·취급 구분·교육 조건 대조 대기.","화학물질관리법: 2026-09-15","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-062","시설·인허가","연구실 점검·진단·관리체계","교육·연구 · 제조·가공 · 사무·IT·금융·전문서비스 · 보건·돌봄·사회복지","화학물질 · 감염·생물요인","인원만으로 제외하지 않음","연구실안전법 적용 기관·연구실·활동·유해인자 확인.","책임자·관리조직·점검·진단 대상과 제외를 확인했는가?
실험 전 위험·장비·시약·폐기·사고 대비를 확인했는가?","연구실·관리조직 자료
점검·진단·개선 기록","연구실안전법 적용·조직·점검 조항 매핑 대기","https://www.law.go.kr/법령/연구실안전환경조성에관한법률","https://www.law.go.kr/LSW/lsInfoP.do?efYd=20260520&lsiSeq=283355&urlMode=lsInfoP","연구실 안전환경 조성에 관한 법률: 발췌 확인 · 적용 기관 정의 관련 발췌 확인. 연구실별 점검·교육·조직·예외 대조 대기.","연구실 안전환경 조성에 관한 법률: 2026-09-15","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-063","시설·인허가","영업시설 위생·피난·이용자 안전","음식점·급식 · 도소매·편의점 · 숙박·목욕 · 수리·세탁·개인서비스 · 문화·체육·여가","이용자·공중시설","0명","영업종류·신고/허가·면적·층·이용자·법정 시설 분류 확인.","식품·공중위생·다중이용업소의 별도 관리 항목을 확인했는가?
안전시설·보험·교육·검사와 종사자 안전을 구분했는가?","영업·시설 정보
시설·교육·보험 확인자료","적용별 추가 세분화 대기. 법정 영업 체크리스트 확정본 아님.","https://www.law.go.kr/법령/식품위생법
https://www.law.go.kr/법령/공중위생관리법
https://www.law.go.kr/법령/다중이용업소의안전관리에관한특별법","https://law.go.kr/LSW/lsLawLinkInfo.do?chrClsCd=010202&lsJoLnkSeq=1017622531
미확인
https://www.law.go.kr/법령/다중이용업소의안전관리에관한특별법","식품위생법: 발췌 확인 · 제41조 교육 관련 발췌 확인. 영업종류·교육 대상·건강진단·주기의 현행 원문 대조 대기.
공중위생관리법: 조사 경로 · 숙박·목욕·세탁·미용 등 영업별 위생관리·교육 조사 대기.
다중이용업소의 안전관리에 관한 특별법: 발췌 확인 · 목적·안전시설·보험 관련 검색 발췌 확인. 면적·층·영업 형태·교육 대상과 현행 조문 매핑 대기.","식품위생법: 2026-09-15
공중위생관리법: 미확인
다중이용업소의 안전관리에 관한 특별법: 2026-09-15","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-064","시설·인허가","중대시민재해·공중이용시설 범위","전 업종 공통 검토 후보","이용자·공중시설","0명 · 1~4명","원료·제조물·공중이용시설·공중교통수단·소유/운영/관리 책임 확인.","중대산업재해와 다른 대상 정의·예외를 확인했는가?
시설·제품별 인력·점검·개선·대응 의무를 조사했는가?","시설·제품·책임 관계표
점검·안전관리 자료","제3장 및 시행령 별도 조사 대기. 5명 미만 조건을 일괄 적용하지 않음.","https://www.law.go.kr/법령/중대재해처벌등에관한법률","https://moel.go.kr/news/enews/explain/enewsView.do?news_seq=16128","중대재해 처벌 등에 관한 법률: 발췌 확인 · 고용노동부의 5~50명 미만 확대 적용 설명 확인. 법령별 산정·책임·중대시민재해와 시행령 대조 대기.","중대재해 처벌 등에 관한 법률: 2026-09-15","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-065","시설·인허가","광산·선박 등 별도 안전체계","광업·채석 · 농업·임업·어업 · 운수·창고·배달 · 기타·복합·분류 미정","","인원만으로 제외하지 않음","광산·선박·선원 등 특별한 적용관계와 주무 기관 확인.","일반 산안법과 별도 법령의 적용관계를 확인했는가?
직무·작업·검사·교육의 별도 조사 담당을 정했는가?","시설·선박·업무 정보
적용범위 검토 기록","범위 조사 대기. 업종별 의무 조사 미완료.","https://www.law.go.kr/법령/광산안전법
https://www.law.go.kr/법령/선원법
https://www.law.go.kr/법령/산업안전보건법시행령","미확인
미확인
https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=288347&efYd=20260801","광산안전법: 조사 경로 · 광산의 정의·관리체계·검사·교육과 산안법 관계 조사 대기.
선원법: 조사 경로 · 선박 종류·승무관계·선내안전과 산안법 관계 조사 대기.
산업안전보건법 시행령: 서지 확인 · 2026-08-01 시행본 서지 확인. 선임·교육 적용 제외·별표 전체는 본문 대조 대기.","광산안전법: 미확인
선원법: 미확인
산업안전보건법 시행령: 2026-09-15","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-066","시설·인허가","공연·체육·복지·공공 현업 추가 범위","문화·체육·여가 · 보건·돌봄·사회복지 · 교육·연구 · 공공행정·공공서비스 · 기타·복합·분류 미정","이용자·공중시설","인원만으로 제외하지 않음","시설 종류·인허가·이용자·현업 직종별 별도 법령 연결 필요.","공연장·체육시설·사회복지시설·학교 등의 대상 법령을 특정했는가?
근로자 안전과 관객·환자·학생 안전의 책임을 구분했는가?","시설·인허가·직종 정보
추가 조사 목록","관련 개별 법령·공공 현업 고시 원문 조사 대기. 포괄 대응 아님.","https://www.law.go.kr/법령/산업안전보건법시행령
https://www.law.go.kr/법령/중대재해처벌등에관한법률","https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=288347&efYd=20260801
https://moel.go.kr/news/enews/explain/enewsView.do?news_seq=16128","산업안전보건법 시행령: 서지 확인 · 2026-08-01 시행본 서지 확인. 선임·교육 적용 제외·별표 전체는 본문 대조 대기.
중대재해 처벌 등에 관한 법률: 발췌 확인 · 고용노동부의 5~50명 미만 확대 적용 설명 확인. 법령별 산정·책임·중대시민재해와 시행령 대조 대기.","산업안전보건법 시행령: 2026-09-15
중대재해 처벌 등에 관한 법률: 2026-09-15","적용 여부·전문 검토 대기","","",""
"2026-09-15.1","검토 후보 목록입니다. 법적 의무 전체 목록이나 사업장별 적용 판정이 아닙니다. 인원 선택만으로 항목을 제외하지 않습니다.","전체 목록","REVIEW-067","사고·기록","사고 초기대응·작업중지·대피","전 업종 공통 검토 후보","","인원만으로 제외하지 않음","급박한 위험·현장 위치·구조 접근·2차 피해를 확인.","즉시 연락·대피·작업중지와 현장 지휘 절차가 있는가?
사고별 세부 대응은 검토된 매뉴얼과 교육에 연결되는가?","비상 연락·대피 계획
훈련·대응 기록","작업중지·중대재해 조치 조항 조사. 공개 긴급 연락은 별도 상시 제공.","https://www.law.go.kr/법령/산업안전보건법
https://www.law.go.kr/법령/중대재해처벌등에관한법률","https://law.go.kr/LSW/lsInfoP.do?ancYnChk=0&lsId=001766
https://moel.go.kr/news/enews/explain/enewsView.do?news_seq=16128","산업안전보건법: 발췌 확인 · 교육·위험성평가·안전보건조치·고객응대 관련 검색 발췌 확인. 조문 전체·부칙·적용 예외 대조는 미완료.
중대재해 처벌 등에 관한 법률: 발췌 확인 · 고용노동부의 5~50명 미만 확대 적용 설명 확인. 법령별 산정·책임·중대시민재해와 시행령 대조 대기.","산업안전보건법: 2026-09-15
중대재해 처벌 등에 관한 법률: 2026-09-15","적용 여부·전문 검토 대기","","",""
